栅格ID,小区ID,天线水平倾斜角,天线垂直倾斜角,距离,天线高度,RSRP
2632,481389_101487,125890571,16,346,838,25,-100
531,481329_101536,125932299,316,354,181,25,-88
1937,481387_101499,125870872,21,1,435,45,-114
2248,481346_101480,125890571,109,157,547,25,-102
391,481330_101524,125932299,190,153,155,25,-93
2479,481373_101514,125870872,330,359,661,45,-111
1938,481363_101484,125890571,60,351,436,25,-110
572,481363_101503,125890571,333,353,189,25,-102
1044,481356_101489,125890571,81,20,276,25,-111
1730,481329_101545,125932299,331,347,394,25,-117
1303,481358_101519,17854861,23,351,323,26,-88
2172,481329_101550,125932299,334,346,517,25,-111
2670,481384_101501,17854861,74,352,884,26,-96
2877,481426_101475,125870872,73,2,1268,45,-103
888,481362_101492,125890571,46,353,250,25,-109
1252,481360_101515,17854861,41,352,314,26,-94
40,481315_101551,125890330,75,70,54,32,-99
938,481305_101546,125890330,352,358,259,32,-85
848,481379_101480,125870872,110,147,242,45,-112
1631,481355_101524,17854861,0,349,376,26,-117
1775,481390_101490,125870872,51,5,402,45,-108
1184,481359_101516,17854861,36,352,302,26,-90
3204,481419_101444,17854861,102,163,2355,26,-103
2832,481406_101508,125890571,345,346,1181,25,-96
3238,481241_101471,17854861,220,165,2647,26,-103
2776,481340_101573,125932299,354,344,1100,25,-95
1641,481371_101495,125890571,13,348,378,25,-103
1500,481325_101542,125932299,313,348,356,25,-95
2977,481374_101568,125931787,355,351,1560,29,-116
2037,481326_101547,125932299,323,346,461,25,-101
1528,481347_101535,125932299,54,349,359,25,-104
3351,481391_101684,125932299,5,343,4094,25,-104
1615,481379_101474,125870872,125,163,373,45,-109
396,481313_101555,125890330,74,31,156,32,-114
51,481347_101513,17854861,327,16,60,26,-91
1823,481373_101504,125870872,330,2,411,45,-95
2293,481373_101516,125890571,311,348,568,25,-106
694,481334_101538,125932299,354,349,213,25,-107
1560,481371_101503,125890571,343,349,365,25,-106
2364,481372_101518,17854861,44,349,600,26,-100
201,481360_101501,125890571,342,358,108,25,-89
2320,481372_101514,125931787,52,354,578,29,-100
2443,481381_101510,125890571,333,347,639,25,-110
1876,481323_101544,125932299,310,348,423,25,-88
1839,481365_101513,17854861,53,351,414,26,-105
1958,481339_101513,125932299,142,158,442,25,-91
2021,481367_101511,17854861,59,352,457,26,-96
2858,481425_101499,125870872,47,358,1237,45,-105
2299,481291_101547,125890330,4,354,570,32,-122
1718,481363_101486,125890571,57,351,391,25,-103
2655,481392_101508,125890571,342,346,865,25,-103
2918,481398_101538,125931787,32,351,1355,29,-66
456,481362_101497,125890571,19,354,168,25,-97
2987,481416_101532,125890571,326,346,1609,25,-116
3207,481248_101487,125931787,227,168,2366,29,-78
1976,481363_101521,125931787,27,354,445,29,-88
102,481358_101498,125890571,32,6,79,25,-96
1911,481297_101548,125890330,5,355,430,32,-119
160,481359_101498,125890571,24,1,97,25,-93
2433,481374_101513,125870872,332,359,636,45,-112
404,481345_101505,125931787,170,159,157,29,-78
2092,481363_101482,125890571,62,351,483,25,-121
2278,481365_101526,125931787,19,353,560,29,-113
2260,481357_101522,125890571,269,100,552,25,-96
2165,481355_101530,17854861,351,348,513,26,-113
128,481359_101499,125890571,10,1,87,25,-84
398,481337_101525,125932299,117,145,156,25,-98
2342,481381_101501,125890571,352,347,588,25,-114
1983,481366_101485,125890571,50,349,447,25,-98
3093,481336_101435,125931787,158,169,1916,29,-88
2496,481365_101532,17854861,10,348,671,26,-112
2347,481290_101551,125890330,13,354,591,32,-112
1320,481356_101487,125890571,82,17,326,25,-112
2361,481316_101548,125932299,302,347,599,25,-89
783,481378_101480,125870872,115,150,230,45,-114
939,481324_101523,125932299,219,156,259,25,-99
1826,481362_101520,125931787,28,354,412,29,-88
3292,481184_101582,125890330,24,351,3144,32,-124
3092,481337_101435,125931787,157,169,1913,29,-102
1921,481334_101523,17854861,283,1,432,26,-92
2815,481395_101529,125870872,358,357,1155,45,-109
2529,481385_101506,125890571,343,347,696,25,-118
300,481337_101533,125932299,36,356,134,25,-92
2065,481347_101543,125932299,32,346,472,25,-62
2604,481332_101476,125890571,128,162,810,25,-97
2447,481371_101524,125931787,31,353,641,29,-84
484,481314_101556,125890330,85,65,173,32,-100
943,481361_101491,125890571,53,354,259,25,-106
2534,481376_101521,125890571,308,348,707,25,-106
2572,481386_101512,125890571,332,347,764,25,-111
1787,481298_101550,125890330,12,355,406,32,-110
510,481355_101493,125890571,87,71,177,25,-114
2224,481373_101514,125890571,315,348,534,25,-107
516,481309_101553,125890330,38,4,179,32,-93
2744,481400_101502,125890571,352,346,1027,25,-101
1640,481357_101485,125890571,78,4,378,25,-114
1682,481362_101518,17854861,34,350,386,26,-89
195,481377_101487,125870872,66,47,107,45,-97
1506,481322_101540,125932299,299,351,357,25,-96
2901,481404_101517,17854861,54,347,1320,26,-99
3119,481336_101433,125931787,157,169,1966,29,-89
2410,481365_101492,17854861,105,157,625,26,-86
109,481353_101498,125890571,132,141,81,25,-110
2609,481388_101487,125890571,17,346,817,25,-102
1951,481364_101519,125931787,34,354,439,29,-101
825,481374_101497,125870872,337,6,239,45,-90
2128,481364_101523,125931787,24,353,493,29,-78
699,481328_101537,125932299,313,352,214,25,-103
9,481356_101499,125890571,51,47,36,25,-91
2545,481335_101478,125890571,126,161,727,25,-107
1950,481364_101519,17854861,34,350,439,26,-94
659,481327_101536,125932299,304,355,206,25,-96
2717,481382_101532,125931787,28,351,962,29,-103
1601,481371_101496,125890571,9,348,371,25,-102
1214,481345_101534,125932299,55,351,307,25,-104
1862,481317_101566,125890330,104,154,420,32,-102
1267,481375_101500,125870872,340,3,316,45,-96
534,481362_101496,125890571,26,353,181,25,-103
1225,481337_101518,125932299,142,157,309,25,-109
1444,481361_101516,17854861,39,351,344,26,-88
1149,481364_101496,125870872,284,28,295,45,-115
2212,481318_101546,125932299,302,347,531,25,-88
3040,481273_101532,17854861,256,162,1793,26,-93
507,481340_101528,125932299,85,55,177,25,-110
754,481365_101498,125890571,6,351,225,25,-101
932,481357_101506,17854861,84,43,257,26,-91
3288,481352_101432,125890330,262,166,3057,32,-114
1928,481374_101503,125890571,345,348,433,25,-115
1359,481387_101489,125870872,54,8,331,45,-102
636,481313_101557,125890330,80,38,203,32,-100
592,481335_101537,125932299,3,350,194,25,-109
1562,481300_101552,125890330,19,356,366,32,-109
92,481315_101552,125890330,84,77,75,32,-96
688,481310_101556,125890330,59,8,212,32,-86
1946,481297_101553,125890330,21,355,438,32,-117
1910,481391_101491,125870872,49,4,429,45,-99
3138,481275_101468,125932299,209,162,2037,25,-121
1368,481355_101522,125931787,4,354,333,29,-99
90,481331_101532,125932299,314,11,74,25,-85
900,481358_101512,17854861,53,355,252,26,-114
1502,481348_101530,125932299,73,356,356,25,-108
1350,481303_101543,125890330,343,356,331,32,-97
2110,481364_101470,125870872,176,169,489,45,-99
1081,481349_101522,17854861,338,351,284,26,-105
1576,481366_101489,125890571,41,350,366,25,-108
751,481336_101538,125932299,7,349,225,25,-108
1803,481390_101484,125870872,71,14,408,45,-93
3306,481312_101665,125932299,335,343,3423,25,-119
2435,481331_101555,125932299,340,345,637,25,-100
425,481332_101536,125932299,339,352,162,25,-95
2558,481367_101528,125890571,287,351,749,25,-114
3015,481280_101483,17854861,218,164,1701,26,-99
1919,481390_101481,125870872,80,29,431,45,-102
2708,481383_101529,125931787,33,352,943,29,-107
705,481381_101484,125870872,83,59,214,45,-105
1307,481361_101513,17854861,50,353,323,26,-97
1232,481333_101542,125932299,346,347,311,25,-104
930,481337_101539,125932299,10,348,257,25,-110
3338,481429_101444,125890330,233,170,3717,32,-114
2170,481325_101549,125932299,322,346,516,25,-114
144,481336_101528,125932299,95,105,92,25,-104
2488,481376_101513,17854861,56,349,667,26,-106
333,481377_101484,125870872,99,115,140,45,-94
2100,481391_101478,125870872,87,64,485,45,-118
1175,481354_101521,125931787,3,355,300,29,-109
2722,481396_101490,125890571,9,346,966,25,-102
41,481374_101487,125870872,82,84,54,45,-115
812,481361_101492,125890571,50,354,237,25,-103
1575,481363_101512,125931787,55,358,366,29,-100
2262,481371_101513,125931787,54,355,552,29,-121
2501,481362_101534,125931787,2,352,674,29,-82
1339,481312_101562,125890330,83,35,329,32,-114
3171,481409_101569,125890330,178,170,2212,32,-106
3129,481442_101493,125890571,359,345,2003,25,-109
2962,481421_101449,125870872,98,163,1474,45,-86
1585,481384_101498,125870872,17,2,367,45,-106
1124,481385_101485,125870872,71,22,291,45,-102
786,481357_101509,17854861,69,4,231,26,-87
2267,481371_101514,17854861,52,350,555,26,-112
3203,481297_101423,125890571,121,163,2355,25,-104
1960,481372_101509,125890571,325,348,442,25,-96
829,481324_101535,125932299,288,2,240,25,-103
3279,481349_101433,125890330,264,165,3014,32,-114
2874,481426_101476,125870872,72,1,1262,45,-104
619,481308_101553,125890330,35,2,199,32,-92
2793,481404_101503,125890571,351,346,1121,25,-106
1899,481364_101518,17854861,37,350,427,26,-85
1885,481370_101471,125870872,159,168,424,45,-99
377,481356_101494,125890571,78,30,152,25,-108
291,481357_101495,125890571,66,13,131,25,-100
1777,481373_101500,125890571,354,348,403,25,-113
2852,481295_101501,17854861,230,164,1230,26,-99
570,481355_101513,17854861,43,356,189,26,-111
810,481337_101511,125931787,242,155,237,29,-101
3289,481428_101484,125890330,220,170,3068,32,-88
551,481351_101494,125890571,119,150,185,25,-103
1377,481315_101536,125890330,283,15,335,32,-102
2393,481374_101510,17854861,61,351,619,26,-99
2921,481382_101434,125870872,140,172,1361,45,-99
1782,481387_101497,125870872,26,2,404,45,-112
2864,481409_101493,125890571,2,346,1246,25,-104
2537,481368_101474,125890571,59,348,712,25,-111
1421,481357_101521,17854861,14,350,341,26,-100
1844,481373_101504,125890571,341,348,415,25,-108
1322,481361_101488,125890571,60,353,326,25,-113
2052,481393_101487,125870872,61,6,467,45,-105
23,481331_101529,125932299,244,116,46,25,-90
2346,481381_101498,125890571,359,347,590,25,-113
49,481372_101489,125870872,302,63,59,45,-96
1297,481354_101522,125931787,1,355,322,29,-87
467,481377_101493,125870872,7,10,170,45,-84
780,481363_101506,125890571,316,353,229,25,-96
1851,481364_101517,17854861,40,350,418,26,-81
1763,481390_101486,125870872,65,10,400,45,-94
3016,481370_101471,125932299,130,161,1703,25,-91
27,481333_101528,125932299,143,128,48,25,-114
1348,481360_101505,17854861,83,25,330,26,-91
1241,481355_101521,17854861,7,350,312,26,-101
1357,481366_101509,125890571,314,351,331,25,-109
1311,481382_101478,125870872,105,148,324,45,-107
1974,481392_101488,125870872,58,6,444,45,-105
2223,481372_101515,125890571,312,348,534,25,-103
1972,481391_101482,125870872,76,19,444,45,-107
2749,481391_101501,17854861,72,350,1040,26,-109
567,481331_101537,125932299,332,351,189,25,-110
1190,481361_101489,125890571,58,354,303,25,-103
1487,481385_101496,125870872,25,3,352,45,-106
1010,481344_101532,125932299,62,354,271,25,-90
1811,481371_101508,125890571,327,349,409,25,-99
849,481383_101486,125870872,68,23,242,45,-96
2821,481385_101533,125870872,344,357,1170,45,-114
2678,481386_101507,125931787,65,354,900,29,-117
1716,481359_101522,125931787,16,354,391,29,-104
285,481359_101496,125890571,43,0,130,25,-96
3163,481388_101402,125870872,139,173,2174,45,-99
1141,481367_101505,125890571,331,350,293,25,-109
1197,481363_101510,125890571,301,353,304,25,-104
2171,481366_101522,17854861,29,349,516,26,-79
10,481356_101501,125890571,300,55,36,25,-97
1263,481369_101502,125890571,346,349,315,25,-106
1419,481345_101537,125932299,44,348,341,25,-95
1904,481297_101550,125890330,12,355,429,32,-121
832,481350_101520,125931787,346,357,240,29,-106
782,481356_101515,125931787,34,358,230,29,-107
2746,481392_101511,17854861,60,348,1034,26,-98
3009,481329_101576,17854861,313,347,1685,26,-100
1465,481366_101490,125890571,39,350,348,25,-116
3103,481432_101531,125890571,332,345,1927,25,-100
959,481366_101504,125890571,333,351,262,25,-108
2148,481375_101491,125890571,20,348,502,25,-111
1977,481369_101505,125870872,317,2,445,45,-105
2239,481379_101499,125890571,357,347,542,25,-111
974,481336_101513,17854861,252,149,265,26,-86
1687,481299_101547,125890330,1,355,387,32,-98
1679,481384_101499,125870872,14,1,385,45,-97
1238,481334_101542,125932299,351,347,312,25,-91
338,481367_101488,125870872,244,138,142,45,-111
1393,481301_101550,125890330,12,356,337,32,-111
2489,481376_101513,125931787,55,354,667,29,-101
2474,481376_101518,125890571,313,348,653,25,-111
2192,481367_101521,17854861,33,349,523,26,-92
1614,481363_101514,17854861,48,352,373,26,-98
1024,481323_101536,125932299,289,359,273,25,-93
760,481327_101537,125932299,308,353,226,25,-104
1056,481359_101513,125931787,49,359,278,29,-105
2707,481275_101545,125890330,3,352,942,32,-121
2127,481362_101525,125931787,16,353,493,29,-111
2517,481385_101504,125890571,346,347,687,25,-120
490,481363_101500,125890571,355,353,173,25,-95
1470,481361_101487,125890571,62,353,349,25,-103
2379,481374_101512,125870872,332,359,611,45,-110
1040,481367_101497,125890571,9,350,275,25,-112
3246,481429_101510,125890330,209,170,2798,32,-120
2925,481383_101434,125870872,139,172,1364,45,-108
1115,481345_101528,125932299,81,16,290,25,-96
170,481331_101526,125932299,189,148,101,25,-93
272,481374_101483,125870872,134,147,127,45,-100
2130,481392_101479,125870872,83,37,494,45,-113
2372,481376_101515,125890571,318,348,603,25,-100
2911,481276_101510,125890330,324,352,1343,32,-93
1163,481303_101552,125890330,21,357,298,32,-89
1858,481382_101502,125870872,2,1,419,45,-114
1705,481364_101510,125931787,62,359,389,29,-109
2104,481351_101481,125890571,97,145,488,25,-114
2994,481371_101572,17854861,351,346,1627,26,-88
3264,481412_101472,125890330,229,170,2951,32,-110
107,481373_101485,125870872,144,136,80,45,-106
1900,481359_101524,17854861,11,349,428,26,-103
2584,481319_101501,125932299,190,161,782,25,-80
2284,481371_101516,17854861,48,349,564,26,-105
1735,481372_101472,125870872,152,167,395,45,-90
2627,481307_101517,125890330,294,356,834,32,-103
2317,481371_101518,17854861,43,349,578,26,-99
337,481336_101525,125932299,124,147,142,25,-98
269,481312_101553,125890330,54,15,127,32,-101
461,481316_101556,125890330,102,132,170,32,-106
2122,481366_101520,17854861,34,349,491,26,-103
2107,481376_101495,125890571,8,347,488,25,-115
2452,481373_101520,125890571,305,348,643,25,-112
492,481374_101481,125870872,139,155,174,45,-102
2619,481390_101491,125890571,9,346,826,25,-112
1192,481381_101497,125870872,11,3,303,45,-106
2869,481317_101469,17854861,186,164,1258,26,-90
1431,481362_101511,125931787,58,359,342,29,-106
739,481380_101482,125870872,97,120,222,45,-103
2966,481385_101559,17854861,8,347,1489,26,-79
2059,481393_101486,125870872,64,7,469,45,-100
1816,481373_101497,125890571,4,348,410,25,-100
2275,481371_101515,125931787,50,354,559,29,-104
3230,481320_101631,125932299,337,343,2555,25,-112
2032,481367_101485,125890571,48,349,459,25,-107
2074,481362_101524,125931787,18,353,475,29,-113
2207,481295_101540,125890330,345,354,529,32,-118
2575,481348_101480,17854861,147,163,772,26,-97
1288,481361_101512,125931787,54,359,320,29,-99
3110,481411_101460,125931787,98,164,1946,29,-90
2290,481394_101499,125870872,31,0,566,45,-101
3271,481414_101473,125890330,228,170,2970,32,-114
2915,481399_101536,17854861,34,347,1351,26,-87
1025,481329_101540,125932299,325,349,273,25,-112
877,481323_101534,125932299,280,14,248,25,-97
470,481353_101515,17854861,23,355,171,26,-99
71,481313_101549,125890330,2,19,67,32,-91
2623,481378_101528,17854861,31,348,831,26,-88
2671,481384_101501,125931787,74,357,884,29,-93
2653,481306_101516,125890330,296,355,864,32,-103
505,481308_101550,125890330,14,1,177,32,-79
211,481377_101489,125870872,40,25,111,45,-79
3257,481412_101474,125890330,228,170,2918,32,-117
3155,481299_101433,125890571,124,163,2126,25,-100
3189,481351_101621,125932299,356,343,2327,25,-94
1835,481348_101485,125890571,110,155,414,25,-105
2329,481398_101486,125870872,63,4,583,45,-105
2931,481380_101433,125870872,142,172,1379,45,-112
513,481356_101507,125890571,270,84,177,25,-100
1948,481374_101496,125890571,7,348,438,25,-97
2402,481373_101518,125931787,44,353,622,29,-103
1172,481366_101507,125890571,320,351,299,25,-102
3018,481420_101523,17854861,51,347,1707,26,-85
1776,481370_101509,125890571,322,349,403,25,-110
2535,481302_101527,125932299,251,157,709,25,-108
3247,481430_101509,125890330,209,170,2828,32,-95
894,481358_101510,125931787,63,5,251,29,-84
801,481352_101519,17854861,0,352,234,26,-96
363,481330_101535,125932299,319,355,149,25,-90
1125,481304_101554,125890330,31,358,292,32,-104
1935,481366_101512,17854861,56,352,435,26,-112
2938,481407_101516,17854861,55,347,1386,26,-110
2885,481356_101576,125932299,12,344,1281,25,-126
1712,481383_101500,125870872,9,1,390,45,-113
864,481314_101559,125890330,89,87,246,32,-120
2993,481337_101575,125931787,320,351,1624,29,-100
3010,481441_101463,125870872,79,3,1690,45,-104
3354,481399_101689,125932299,7,343,4276,25,-122
1880,481391_101486,125870872,64,9,423,45,-96
2332,481323_101504,125931787,225,166,585,29,-91
365,481372_101482,125870872,157,156,149,45,-117
1665,481367_101489,125890571,39,349,382,25,-119
1539,481323_101541,125932299,304,349,361,25,-90
430,481361_101504,125890571,319,356,162,25,-101
1947,481366_101513,125931787,53,356,438,29,-106
496,481326_101533,125932299,283,17,175,25,-90
3107,481266_101531,17854861,254,163,1941,26,-89
869,481305_101548,125890330,2,358,247,32,-96
3195,481246_101517,17854861,244,164,2341,26,-84
1978,481392_101489,125870872,55,5,445,45,-102
873,481351_101520,125931787,352,356,247,29,-94
3268,481411_101470,125890330,230,170,2967,32,-123
539,481346_101518,17854861,320,356,183,26,-103
690,481352_101518,17854861,3,353,212,26,-103
3269,481412_101471,125890330,229,170,2967,32,-118
2383,481289_101549,125890330,9,354,613,32,-93
3152,481403_101524,125890330,206,170,2116,32,-100
1686,481389_101484,125870872,72,16,386,45,-100
2250,481370_101517,125931787,44,354,549,29,-107
1836,481358_101524,17854861,9,349,414,26,-110
789,481365_101503,125890571,337,351,231,25,-104
1254,481362_101489,125890571,54,352,314,25,-99
1709,481370_101508,125890571,325,349,389,25,-100
1799,481390_101491,125870872,48,4,407,45,-111
3221,481407_101429,17854861,113,164,2470,26,-87
232,481334_101534,125932299,2,355,117,25,-92
662,481353_101517,17854861,13,353,206,26,-97
1944,481388_101498,125870872,25,1,437,45,-94
2845,481406_101487,125890571,9,346,1209,25,-90
341,481374_101493,125870872,342,14,143,45,-85
908,481336_101520,125932299,143,156,254,25,-86
1367,481355_101522,17854861,4,350,333,26,-100
1545,481372_101502,125870872,326,3,362,45,-104
2302,481375_101514,125890571,318,348,570,25,-108
1070,481358_101516,17854861,34,352,281,26,-91
2728,481275_101562,125890330,27,353,988,32,-96
1966,481360_101524,125931787,14,353,443,29,-102
2958,481278_101503,125890330,318,352,1448,32,-103
82,481332_101527,125932299,177,142,71,25,-97
1088,481366_101497,125870872,294,16,285,45,-100
677,481307_101552,125890330,26,0,210,32,-88
2027,481319_101543,125932299,299,349,459,25,-86
2770,481388_101533,125931787,31,351,1093,29,-93
2723,481362_101547,17854861,352,347,968,26,-108
1767,481364_101486,125890571,54,351,401,25,-109
2742,481329_101491,125870872,244,169,1016,45,-130
2031,481365_101519,125931787,35,354,459,29,-87
2679,481399_101461,125870872,105,164,901,45,-87
1992,481370_101512,125890571,314,349,449,25,-107
1139,481355_101520,125931787,10,355,293,29,-109
2712,481365_101545,17854861,357,347,949,26,-96
3158,481395_101466,125932299,119,161,2148,25,-113
1555,481360_101496,125870872,273,62,365,45,-106
378,481356_101506,125890571,271,79,152,25,-97
768,481355_101491,125890571,86,61,227,25,-114
238,481336_101533,125932299,29,357,118,25,-90
2169,481319_101546,125932299,304,347,516,25,-94
1508,481358_101521,17854861,16,350,357,26,-96
1062,481322_101535,125932299,282,6,280,25,-96
1494,481302_101556,125890330,36,357,355,32,-107
1953,481319_101542,125932299,297,350,441,25,-104
703,481363_101505,125890571,321,353,214,25,-106
2513,481363_101534,17854861,4,348,685,26,-112
3065,481392_101415,125870872,135,173,1873,45,-112
3327,481427_101449,125890330,232,170,3596,32,-111
3078,481368_101438,125931787,133,168,1886,29,-101
3326,481311_101671,125932299,335,343,3575,25,-79
1398,481382_101498,125870872,11,2,337,45,-97
919,481347_101521,17854861,328,352,256,26,-103
3298,481381_101434,125890330,250,169,3260,32,-116
844,481356_101516,17854861,29,353,242,26,-87
2741,481390_101502,125931787,71,355,1012,29,-116
1475,481347_101534,125932299,58,350,351,25,-108
1507,481346_101525,125931787,325,355,357,29,-81
1873,481373_101505,125890571,338,348,422,25,-109
506,481340_101513,17854861,259,132,177,26,-88
217,481359_101503,125890571,315,3,112,25,-94
389,481352_101515,125931787,18,1,154,29,-87
1734,481322_101542,125932299,304,349,395,25,-88
2473,481348_101500,125870872,266,127,653,45,-108
762,481342_101532,125932299,60,355,226,25,-88
1406,481301_101551,125890330,16,356,339,32,-88
329,481358_101505,125890571,292,11,139,25,-97
2397,481374_101513,17854861,55,350,621,26,-114
2777,481281_101519,125890330,328,352,1101,32,-96
1277,481367_101507,125890571,323,350,318,25,-100
22,481373_101488,125870872,355,73,45,45,-91
3313,481192_101629,125890330,43,351,3480,32,-100
34,481314_101550,125890330,29,35,50,32,-100
821,481355_101517,17854861,21,352,238,26,-92
1861,481298_101545,125890330,356,355,420,32,-105
1438,481362_101512,125931787,55,358,343,29,-103
1699,481364_101510,17854861,62,354,388,26,-107
2418,481371_101523,125931787,33,353,628,29,-99
287,481361_101499,125890571,5,356,130,25,-90
2231,481355_101531,125931787,351,353,537,29,-76
2414,481374_101515,125931787,51,354,627,29,-103
3308,481169_101573,125890330,19,351,3434,32,-83
532,481347_101518,17854861,328,355,181,26,-103
3176,481412_101547,125890330,191,170,2227,32,-103
1819,481332_101546,125932299,342,346,411,25,-96
2892,481349_101591,125890330,138,169,1298,32,-86
1161,481368_101497,125890571,8,349,297,25,-112
3359,481282_101706,125932299,327,343,4569,25,-117
1988,481298_101557,125890330,33,355,449,32,-119
2040,481360_101525,125931787,12,353,462,29,-124
1656,481347_101537,125932299,48,348,381,25,-106
1030,481325_101538,125932299,302,352,274,25,-94
6,481332_101529,125932299,223,109,32,25,-91
581,481374_101495,125870872,339,9,191,45,-90
1104,481304_101545,125890330,349,357,289,32,-113
904,481357_101490,125890571,75,8,253,25,-103
1211,481366_101498,125870872,297,13,306,45,-103
2080,481319_101544,125932299,301,348,478,25,-89
2713,481365_101545,125931787,357,351,949,29,-103
2412,481372_101521,125931787,37,353,627,29,-88
1439,481302_101555,125890330,32,357,344,32,-88
1684,481366_101488,125890571,44,350,386,25,-118
2240,481379_101501,125890571,352,347,542,25,-99
1558,481363_101511,125931787,59,358,365,29,-107
181,481335_101533,125932299,20,357,104,25,-88
214,481337_101528,125932299,91,94,112,25,-112
2533,481327_101532,125931787,286,358,707,29,-91
2955,481377_101460,17854861,118,163,1447,26,-98
2696,481355_101547,125931787,341,351,924,29,-76
1146,481351_101489,125890571,105,149,295,25,-106
358,481361_101503,125890571,326,356,148,25,-104
2607,481315_101524,125931787,262,155,814,29,-119
416,481351_101516,125931787,6,0,159,29,-103
872,481351_101520,17854861,352,352,247,26,-117
2961,481391_101507,125932299,95,153,1462,25,-116
1602,481371_101504,125890571,340,349,371,25,-110
596,481359_101507,125890571,292,4,194,25,-102
3029,481421_101525,125931787,49,351,1740,29,-93
1355,481358_101487,125890571,73,0,331,25,-110
2478,481382_101510,125890571,333,347,660,25,-111
2495,481382_101511,125890571,331,347,670,25,-108
2149,481320_101546,125932299,306,347,503,25,-86
3133,481401_101565,125890330,179,170,2011,32,-110
60,481372_101486,125870872,176,130,64,45,-100
2255,481371_101512,125931787,57,355,550,29,-102
788,481365_101497,125890571,12,351,231,25,-107
889,481306_101554,125890330,35,0,251,32,-90
1118,481303_101549,125890330,8,357,291,32,-112
1454,481356_101522,17854861,8,350,346,26,-109
288,481369_101491,125870872,282,57,130,45,-111
3240,481333_101405,125931787,157,169,2670,29,-79
2805,481306_101536,125931787,271,35,1141,29,-119
8,481315_101549,125890330,343,57,35,32,-97
1749,481362_101519,17854861,31,350,398,26,-86
1825,481362_101520,17854861,28,350,412,26,-79
713,481361_101493,125890571,46,354,217,25,-110
964,481364_101493,125890571,34,351,263,25,-117
3165,481431_101551,125931787,34,350,2180,29,-115
2889,481403_101514,17854861,57,348,1290,26,-90
2849,481352_101443,125870872,174,172,1218,45,-95
2301,481372_101517,125890571,308,348,570,25,-112
3083,481341_101435,125931787,154,169,1904,29,-98
936,481328_101539,125932299,318,350,258,25,-109
455,481338_101534,125932299,35,353,168,25,-92
538,481355_101510,17854861,64,5,182,26,-111
874,481364_101494,125890571,30,351,247,25,-110
268,481350_101515,125931787,3,3,126,29,-89
1314,481363_101489,125890571,50,351,325,25,-109
765,481382_101485,125870872,75,35,226,45,-98
545,481380_101485,125870872,79,51,183,45,-93
3341,481438_101447,125890330,230,170,3815,32,-106
2166,481364_101481,125890571,61,350,514,25,-104
1551,481371_101502,125870872,322,3,364,45,-104
1258,481368_101495,125890571,17,349,314,25,-103
413,481309_101551,125890330,23,3,159,32,-77
2956,481377_101460,125931787,119,167,1447,29,-100
2222,481350_101485,125870872,233,166,533,45,-104
3046,481274_101483,125931787,219,168,1828,29,-116
400,481354_101494,125890571,96,120,156,25,-105
2296,481368_101523,125931787,29,353,569,29,-81
1546,481388_101491,125870872,47,5,362,45,-110
93,481330_101528,125932299,228,137,76,25,-102
1524,481387_101482,125870872,81,36,358,45,-99
1007,481314_101560,125890330,90,95,271,32,-121
2359,481373_101513,17854861,55,350,598,26,-105
2023,481318_101542,125932299,295,350,458,25,-85
2566,481380_101510,17854861,61,350,757,26,-104
126,481329_101529,125932299,250,127,87,25,-98
2201,481370_101512,125931787,56,355,527,29,-107
1140,481367_101495,125890571,18,350,293,25,-104
920,481347_101521,125931787,328,357,256,29,-111
3201,481421_101446,17854861,100,162,2353,26,-103
443,481354_101509,125931787,73,24,165,29,-117
2972,481406_101539,125931787,34,351,1529,29,-88
2578,481385_101485,125890571,22,346,777,25,-111
1054,481357_101489,125890571,76,7,278,25,-118
225,481349_101515,17854861,353,359,115,26,-99
1649,481363_101515,17854861,45,351,380,26,-94
2761,481304_101508,125890330,295,354,1069,32,-95
2483,481361_101474,125890571,73,352,663,25,-108
2227,481367_101522,125931787,30,353,536,29,-87
1647,481357_101523,125931787,8,354,380,29,-113
434,481360_101505,125890571,307,359,163,25,-94
508,481348_101499,125890571,166,156,177,25,-103
32,481332_101528,125932299,185,132,49,25,-92
2378,481372_101512,125870872,328,359,611,45,-109
2086,481367_101505,17854861,76,358,480,26,-99
2072,481383_101504,125870872,1,0,473,45,-114
2077,481356_101528,17854861,357,349,476,26,-113
199,481357_101504,125890571,287,27,108,25,-107
1229,481380_101498,125870872,4,3,310,45,-103
2880,481355_101576,125932299,11,344,1271,25,-112
2819,481421_101501,125870872,44,358,1161,45,-102
180,481329_101532,125932299,291,20,104,25,-94
2871,481407_101517,125890571,336,346,1261,25,-84
1282,481361_101511,17854861,59,355,319,26,-106
3302,481405_101623,125890571,286,346,3285,25,-104
2046,481323_101546,125932299,314,347,466,25,-111
264,481373_101483,125870872,146,150,125,45,-114
2174,481383_101506,125870872,358,359,517,45,-109
2898,481362_101539,125870872,318,357,1310,45,-109
719,481316_101558,125890330,101,137,219,32,-109
295,481354_101495,125890571,99,122,132,25,-108
794,481358_101491,125890571,68,2,233,25,-106
2700,481353_101563,125890330,169,168,930,32,-113
2989,481409_101541,125931787,34,351,1614,29,-82
660,481347_101519,17854861,328,354,206,26,-95
1914,481297_101551,125890330,15,355,431,32,-117
1607,481365_101488,125890571,47,350,372,25,-118
495,481309_101546,125890330,343,1,175,32,-70
105,481355_101503,125890571,259,114,80,25,-96
